regime,dataset,model,arm,n_folds,expected,mean_ntest,total_ntest,mean_pcc,std_pcc,mean_runtime_s,platform,status
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,ESM3-1.4B,fx_scalar,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,ESM3-1.4B,fx_mlp,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,ESM-C 600M,base,3,3,1934,5801,0.602145,0.099565,2682.6,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,ESM-C 600M,fx_scalar,3,3,1934,5801,0.669812,0.079039,6086.5,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,ESM-C 600M,fx_mlp,3,3,1934,5801,0.652546,0.076301,5404.2,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,ESM-C 6B,base,3,3,1934,5801,0.620382,0.099400,4870.4,CUDA*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,ESM-C 6B,fx_scalar,3,3,1934,5801,0.679773,0.100102,5134.9,CUDA*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,ESM-C 6B,fx_mlp,3,3,1934,5801,0.678171,0.088941,4320.9,CUDA*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,Ankh3-large,base,3,3,1934,5801,0.437422,0.274825,3535.6,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,Ankh3-large,fx_scalar,3,3,1934,5801,0.617136,0.134069,3117.1,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,Ankh3-large,fx_mlp,3,3,1934,5801,0.634113,0.132299,2445.0,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,Ankh3-xl,base,3,3,1934,5801,0.596885,0.113336,4654.2,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,Ankh3-xl,fx_scalar,3,3,1934,5801,0.681833,0.096304,5363.9,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,Ankh3-xl,fx_mlp,3,3,1934,5801,0.658223,0.107963,4628.5,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,AIDO-16B,base,3,3,1934,5801,0.586227,0.080551,5449.3,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,AIDO-16B,fx_scalar,3,3,1934,5801,0.650564,0.109379,5331.6,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,AIDO-16B,fx_mlp,3,3,1934,5801,0.662410,0.094477,3936.2,MPS*,done
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,MINT,base,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,MINT,fx_scalar,0,3,,,,,,,empty
Honest ladder — full-SKEMPI,fullSK bycomplex-ALL,MINT,fx_mlp,0,3,,,,,,,empty
CATH-superfamily hold-out (full-SKEMPI),CATH,Ankh-large,base,1,1,687,687,0.516464,0.000000,3274.3,MPS*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,Ankh-large,fx_scalar,1,1,687,687,0.658648,0.000000,4895.7,MPS*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,Ankh-large,fx_mlp,1,1,687,687,0.541851,0.000000,3874.9,MPS*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,ProstT5,base,1,1,687,687,0.297117,0.000000,3349.4,MPS*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,ProstT5,fx_scalar,1,1,687,687,0.544270,0.000000,2838.3,MPS*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,ProstT5,fx_mlp,1,1,687,687,0.514161,0.000000,2601.2,MPS*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,SaProt,base,1,1,687,687,0.380287,0.000000,3448.3,MPS*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,SaProt,fx_scalar,1,1,687,687,0.546528,0.000000,4232.8,MPS*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,SaProt,fx_mlp,1,1,687,687,0.528634,0.000000,3068.2,MPS*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,SaProt-1.3B,base,0,1,,,,,,,empty
CATH-superfamily hold-out (full-SKEMPI),CATH,SaProt-1.3B,fx_scalar,0,1,,,,,,,empty
CATH-superfamily hold-out (full-SKEMPI),CATH,SaProt-1.3B,fx_mlp,0,1,,,,,,,empty
CATH-superfamily hold-out (full-SKEMPI),CATH,ESM2-3B,base,1,1,687,687,0.453059,0.000000,7572.4,MPS*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,ESM2-3B,fx_scalar,1,1,687,687,0.585466,0.000000,9933.3,MPS*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,ESM2-3B,fx_mlp,1,1,687,687,0.539306,0.000000,8897.5,MPS*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,ESM3-1.4B,base,0,1,,,,,,,empty
CATH-superfamily hold-out (full-SKEMPI),CATH,ESM3-1.4B,fx_scalar,0,1,,,,,,,empty
CATH-superfamily hold-out (full-SKEMPI),CATH,ESM3-1.4B,fx_mlp,0,1,,,,,,,empty
CATH-superfamily hold-out (full-SKEMPI),CATH,ESM-C 600M,base,1,1,687,687,0.570369,0.000000,6353.8,MPS*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,ESM-C 600M,fx_scalar,1,1,687,687,0.610317,0.000000,3309.2,MPS*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,ESM-C 600M,fx_mlp,1,1,687,687,0.574011,0.000000,3391.7,MPS*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,ESM-C 6B,base,1,1,687,687,0.519961,0.000000,4845.7,CUDA*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,ESM-C 6B,fx_scalar,1,1,687,687,0.624488,0.000000,5589.3,CUDA*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,ESM-C 6B,fx_mlp,1,1,687,687,0.620939,0.000000,7960.9,CUDA*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,Ankh3-large,base,1,1,687,687,0.267275,0.000000,2499.6,MPS*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,Ankh3-large,fx_scalar,1,1,687,687,0.557834,0.000000,3745.8,MPS*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,Ankh3-large,fx_mlp,1,1,687,687,0.499458,0.000000,3507.7,MPS*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,Ankh3-xl,base,1,1,687,687,0.616246,0.000000,4789.3,MPS*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,Ankh3-xl,fx_scalar,1,1,687,687,0.592478,0.000000,4843.4,MPS*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,Ankh3-xl,fx_mlp,1,1,687,687,0.533395,0.000000,4799.6,MPS*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,AIDO-16B,base,1,1,687,687,0.486977,0.000000,5510.8,MPS*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,AIDO-16B,fx_scalar,1,1,687,687,0.564643,0.000000,7614.6,MPS*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,AIDO-16B,fx_mlp,1,1,687,687,0.542405,0.000000,4715.0,MPS*,done
CATH-superfamily hold-out (full-SKEMPI),CATH,MINT,base,0,1,,,,,,,empty
CATH-superfamily hold-out (full-SKEMPI),CATH,MINT,fx_scalar,0,1,,,,,,,empty
CATH-superfamily hold-out (full-SKEMPI),CATH,MINT,fx_mlp,0,1,,,,,,,empty
